ph1,ph2,ph3,probability
l,o,v,0.016877637130801686
l,o,JJ,0.009142053445850914
l,o,t,0.012658227848101266
l,o,tt,0.027426160337552744
l,o,w,0.0007032348804500703
l,o,d,0.026019690576652602
l,o,ss,0.004219409282700422
l,o,b,0.009142053445850914
l,o,l,0.004219409282700422
l,o,J,0.013361462728551337
l,o,pp,0.0028129395218002813
l,o,bb,0.0035161744022503515
l,o,tS,0.011954992967651195
l,o,ddZ,0.0035161744022503515
l,o,ŋ,0.009142053445850914
l,o,tts,0.0014064697609001407
m,p,a,0.22476111341919403
m,p,i,0.09181553801412547
m,p,j,0.09098462816784379
m,p,e,0.15745741587037806
m,p,E,0.022434565849605317
m,p,l,0.08392189447444952
m,p,o,0.13419194017449107
m,p,u,0.036560033236393855
m,p,r,0.14250103863730784
m,p,O,0.013710012463647694
m,p,s,0.0004154549231408392
m,p,d,0.0012463647694225177
p,a,m,0.005147656461663506
p,a,n,0.07206719046328908
p,a,r,0.32132213492278516
p,a,t,0.10051476564616635
p,a,v,0.031156868057437007
p,a,rr,0.01083717149823896
p,a,JJ,0.02573828230831753
p,a,tts,0.03684638309401246
p,a,s,0.034408019506908694
p,a,k,0.007044161473855324
p,a,ss,0.0531021403413709
p,a,w,0.006231373611487402
p,a,tt,0.01815226225955026
p,a,j,0.004876727174207532
p,a,z,0.004605797886751558
p,a,l,0.07125440260092115
p,a,nn,0.010295312923327011
p,a,kk,0.014630181522622595
p,a,LL,0.00948252506095909
p,a,e,0.007856949336223246
p,a,ttS,0.01164995936060688
p,a,tS,0.011920888648062856
p,a,ll,0.022216201571389867
p,a,ŋ,0.004334868599295584
p,a,dZ,0.004605797886751558
p,a,i,0.001896505012191818
p,a,p,0.01571389867244649
p,a,ddZ,0.005147656461663506
p,a,o,0.00677323218639935
p,a,d,0.021403413709021945
p,a,ɡ,0.03359523164454078
p,a,b,0.001896505012191818
p,a,pp,0.005147656461663506
p,a,f,0.000541858574911948
p,a,ff,0.000812787862367922
p,a,J,0.003793010024383636
p,a,S,0.001083717149823896
p,a,u,0.001896505012191818
a,rr,a,0.28072837632776937
a,rr,o,0.1669195751138088
a,rr,E,0.06525037936267071
a,rr,e,0.15933232169954475
a,rr,i,0.22458270106221548
a,rr,O,0.028831562974203338
a,rr,u,0.04400606980273141
a,rr,w,0.01669195751138088
a,rr,j,0.013657056145675266
p,i,LL,0.020186335403726708
p,i,m,0.009834368530020704
p,i,r,0.15890269151138717
p,i,v,0.012939958592132506
p,i,a,0.027950310559006212
p,i,t,0.15010351966873706
p,i,k,0.07194616977225674
p,i,JJ,0.008799171842650104
p,i,n,0.10921325051759834
p,i,ŋ,0.011387163561076604
p,i,l,0.039337474120082816
p,i,tts,0.024327122153209108
p,i,tS,0.009316770186335404
p,i,s,0.06573498964803312
p,i,d,0.061076604554865424
p,i,S,0.017598343685300208
p,i,f,0.004140786749482402
p,i,ɡ,0.019668737060041408
p,i,ll,0.015527950310559006
p,i,mm,0.0010351966873706005
p,i,p,0.005175983436853002
p,i,ss,0.004140786749482402
p,i,tt,0.012422360248447204
p,i,ddz,0.0005175983436853002
p,i,dZ,0.006211180124223602
p,i,rr,0.002070393374741201
p,i,b,0.004658385093167702
p,i,kk,0.04813664596273292
p,i,J,0.03157349896480331
p,i,z,0.0010351966873706005
p,i,ttS,0.024844720496894408
p,i,e,0.004140786749482402
p,i,ff,0.003105590062111801
p,i,g,0.0005175983436853002
p,i,nn,0.0036231884057971015
p,i,o,0.0036231884057971015
p,i,O,0.0010351966873706005
p,i,pp,0.004140786749482402
pp,a,t,0.19220779220779222
pp,a,k,0.007792207792207792
pp,a,f,0.0025974025974025974
pp,a,n,0.08311688311688312
pp,a,o,0.0025974025974025974
pp,a,r,0.38961038961038963
pp,a,v,0.03636363636363636
pp,a,i,0.012987012987012988
pp,a,ɡ,0.046753246753246755
pp,a,j,0.01038961038961039
pp,a,ll,0.007792207792207792
pp,a,l,0.03896103896103896
pp,a,nn,0.023376623376623377
pp,a,ss,0.09350649350649351
pp,a,d,0.005194805194805195
pp,a,s,0.005194805194805195
pp,a,ddZ,0.005194805194805195
pp,a,O,0.0025974025974025974
pp,a,m,0.01038961038961039
pp,a,ttS,0.0025974025974025974
pp,a,tS,0.012987012987012988
pp,a,mm,0.0025974025974025974
pp,a,b,0.0025974025974025974
pp,a,LL,0.0025974025974025974
pp,o,n,0.20155038759689922
pp,o,ddZ,0.12015503875968993
pp,o,ll,0.01937984496124031
pp,o,r,0.26356589147286824
pp,o,rr,0.04263565891472868
pp,o,s,0.14728682170542637
pp,o,tt,0.007751937984496124
pp,o,ŋ,0.050387596899224806
pp,o,l,0.07751937984496124
pp,o,t,0.007751937984496124
pp,o,k,0.015503875968992248
pp,o,ɡ,0.003875968992248062
pp,o,p,0.01937984496124031
pp,o,z,0.01937984496124031
pp,o,m,0.003875968992248062
O,ttS,a,0.32
O,ttS,i,0.28
O,ttS,o,0.32
O,ttS,e,0.08
o,ttS,a,0.3157894736842105
o,ttS,O,0.09649122807017543
o,ttS,o,0.34210526315789475
o,ttS,E,0.02631578947368421
o,ttS,e,0.06140350877192982
o,ttS,i,0.11403508771929824
o,ttS,u,0.043859649122807015
a,S,a,0.34986945169712796
a,S,i,0.2898172323759791
a,S,e,0.1618798955613577
a,S,E,0.057441253263707574
a,S,u,0.09921671018276762
a,S,o,0.028720626631853787
a,S,O,0.010443864229765013
a,S,n,0.0026109660574412533
S,a,n,0.18181818181818182
S,a,t,0.25
S,a,m,0.09740259740259741
S,a,r,0.1461038961038961
S,a,v,0.05194805194805195
S,a,l,0.05844155844155844
S,a,rr,0.012987012987012988
S,a,kk,0.05194805194805195
S,a,i,0.003246753246753247
S,a,mm,0.003246753246753247
S,a,p,0.006493506493506494
S,a,ss,0.00974025974025974
S,a,s,0.003246753246753247
S,a,ll,0.022727272727272728
S,a,j,0.003246753246753247
S,a,z,0.003246753246753247
S,a,b,0.01948051948051948
S,a,k,0.012987012987012988
S,a,ɡ,0.022727272727272728
S,a,ŋ,0.016233766233766232
S,a,nn,0.006493506493506494
S,a,S,0.003246753246753247
S,a,tt,0.012987012987012988
i,ll,o,0.10610932475884244
i,ll,e,0.1414790996784566
i,ll,i,0.1864951768488746
i,ll,a,0.36012861736334406
i,ll,u,0.1607717041800643
i,ll,j,0.00964630225080386
i,ll,O,0.01929260450160772
i,ll,E,0.014469453376205787
i,ll,ii,0.001607717041800643
a,ll,a,0.21915103652517276
a,ll,O,0.02665350444225074
a,ll,e,0.26061204343534056
a,ll,E,0.04639684106614018
a,ll,j,0.03257650542941757
a,ll,i,0.18163869693978282
a,ll,o,0.1579466929911155
a,ll,u,0.07305034550839092
a,ll,w,0.0019743336623889436
ll,a,n,0.16826411075612355
ll,a,r,0.23535676251331203
ll,a,t,0.268370607028754
ll,a,v,0.06283280085197018
ll,a,m,0.0308839190628328
ll,a,ss,0.013844515441959531
ll,a,ttS,0.021299254526091587
ll,a,ɡ,0.011714589989350373
ll,a,tt,0.007454739084132056
ll,a,l,0.0010649627263045794
ll,a,b,0.058572949946751864
ll,a,j,0.008519701810436636
ll,a,tts,0.0308839190628328
ll,a,d,0.006389776357827476
ll,a,i,0.006389776357827476
ll,a,k,0.005324813631522897
ll,a,tS,0.008519701810436636
ll,a,dZ,0.005324813631522897
ll,a,ŋ,0.002129925452609159
ll,a,o,0.0010649627263045794
ll,a,s,0.012779552715654952
ll,a,mm,0.0010649627263045794
ll,a,w,0.011714589989350373
ll,a,p,0.0010649627263045794
ll,a,z,0.003194888178913738
ll,a,ddZ,0.009584664536741214
ll,a,pp,0.0010649627263045794
ll,a,f,0.003194888178913738
ll,a,ll,0.002129925452609159
ttS,E,k,0.024096385542168676
ttS,E,d,0.1686746987951807
ttS,E,l,0.08433734939759036
ttS,E,n,0.3253012048192771
ttS,E,r,0.060240963855421686
ttS,E,ss,0.12048192771084337
ttS,E,tt,0.08433734939759036
ttS,E,ll,0.0963855421686747
ttS,E,a,0.012048192771084338
ttS,E,i,0.012048192771084338
ttS,E,t,0.012048192771084338
E,k,a,0.21910112359550563
E,k,o,0.20224719101123595
E,k,e,0.07303370786516854
E,k,i,0.07865168539325842
E,k,w,0.05056179775280899
E,k,t,0.06179775280898876
E,k,n,0.11797752808988764
E,k,r,0.0056179775280898875
E,k,s,0.12359550561797752
E,k,u,0.028089887640449437
E,k,d,0.011235955056179775
E,k,l,0.028089887640449437
e,k,a,0.19119226638023631
e,k,s,0.01611170784103115
e,k,o,0.23845327604726102
e,k,O,0.036519871106337275
e,k,n,0.02577873254564984
e,k,E,0.0010741138560687433
e,k,i,0.01288936627282492
e,k,u,0.09344790547798067
e,k,t,0.011815252416756176
e,k,l,0.08055853920515575
e,k,r,0.06015037593984962
e,k,w,0.19978517722878625
e,k,e,0.02577873254564984
e,k,dz,0.0021482277121374865
e,k,j,0.00322234156820623
e,k,z,0.0010741138560687433
E,d,e,0.3055555555555556
E,d,o,0.15432098765432098
E,d,i,0.2716049382716049
E,d,a,0.10185185185185185
E,d,j,0.10802469135802469
E,d,r,0.030864197530864196
E,d,w,0.0030864197530864196
E,d,u,0.024691358024691357
l,e,r,0.08693333333333333
l,e,i,0.0037333333333333333
l,e,S,0.007466666666666667
l,e,tt,0.12426666666666666
l,e,m,0.0384
l,e,a,0.024
l,e,ttS,0.0026666666666666666
l,e,ddZ,0.0592
l,e,ss,0.034133333333333335
l,e,k,0.0176
l,e,n,0.08533333333333333
l,e,t,0.034666666666666665
l,e,s,0.0544
l,e,ɡ,0.06506666666666666
l,e,kk,0.0112
l,e,z,0.030933333333333334
l,e,b,0.0224
l,e,tts,0.029866666666666666
l,e,v,0.08213333333333334
l,e,J,0.0010666666666666667
l,e,ff,0.0005333333333333334
l,e,O,0.012266666666666667
l,e,o,0.047466666666666664
l,e,j,0.0021333333333333334
l,e,p,0.0112
l,e,tS,0.005333333333333333
l,e,ŋ,0.006933333333333333
l,e,dZ,0.0336
l,e,f,0.0256
l,e,JJ,0.010666666666666666
l,e,mm,0.0010666666666666667
l,e,bb,0.0026666666666666666
l,e,d,0.0144
l,e,w,0.004266666666666667
l,e,u,0.0005333333333333334
l,e,l,0.0010666666666666667
l,e,ddz,0.0026666666666666666
l,e,nn,0.0021333333333333334
i,ɡ,a,0.34342105263157896
i,ɡ,j,0.009210526315789473
i,ɡ,w,0.06315789473684211
i,ɡ,o,0.18552631578947368
i,ɡ,r,0.14736842105263157
i,ɡ,u,0.12894736842105264
i,ɡ,i,0.011842105263157895
i,ɡ,e,0.02236842105263158
i,ɡ,O,0.02236842105263158
i,ɡ,E,0.005263157894736842
i,ɡ,m,0.03684210526315789
i,ɡ,l,0.018421052631578946
i,ɡ,f,0.0013157894736842105
i,ɡ,dz,0.003947368421052632
e,nn,a,0.4550561797752809
e,nn,e,0.28651685393258425
e,nn,i,0.17415730337078653
e,nn,j,0.0056179775280898875
e,nn,o,0.028089887640449437
e,nn,O,0.011235955056179775
e,nn,E,0.028089887640449437
e,nn,u,0.011235955056179775
nn,a,mm,0.003367003367003367
nn,a,n,0.07407407407407407
nn,a,r,0.1111111111111111
nn,a,t,0.265993265993266
nn,a,v,0.037037037037037035
nn,a,ss,0.013468013468013467
nn,a,b,0.020202020202020204
nn,a,k,0.013468013468013467
nn,a,kk,0.030303030303030304
nn,a,ff,0.06060606060606061
nn,a,l,0.1447811447811448
nn,a,m,0.11447811447811448
nn,a,p,0.003367003367003367
nn,a,s,0.026936026936026935
nn,a,tS,0.003367003367003367
nn,a,ddZ,0.010101010101010102
nn,a,tts,0.016835016835016835
nn,a,ttS,0.016835016835016835
nn,a,f,0.003367003367003367
nn,a,j,0.016835016835016835
nn,a,z,0.006734006734006734
nn,a,i,0.006734006734006734
nn,e,r,0.19289340101522842
nn,e,bb,0.030456852791878174
nn,e,kk,0.030456852791878174
nn,e,ɡ,0.1116751269035533
nn,e,ss,0.050761421319796954
nn,e,tt,0.09137055837563451
nn,e,ll,0.08629441624365482
nn,e,t,0.01015228426395939
nn,e,z,0.02030456852791878
nn,e,m,0.02030456852791878
nn,e,ddZ,0.13705583756345177
nn,e,s,0.14213197969543148
nn,e,l,0.01015228426395939
nn,e,v,0.025380710659898477
nn,e,d,0.025380710659898477
nn,e,k,0.005076142131979695
nn,e,a,0.005076142131979695
nn,e,tts,0.005076142131979695
nn,j,a,0.2631578947368421
nn,j,e,0.39473684210526316
nn,j,o,0.34210526315789475
n,z,j,0.9097744360902256
n,z,w,0.045112781954887216
n,z,d,0.015037593984962405
n,z,dZ,0.022556390977443608
n,z,n,0.007518796992481203
w,a,tts,0.024456521739130436
w,a,tS,0.006340579710144928
w,a,k,0.0009057971014492754
w,a,f,0.0018115942028985507
w,a,j,0.014492753623188406
w,a,m,0.017210144927536232
w,a,r,0.28532608695652173
w,a,z,0.0036231884057971015
w,a,t,0.06884057971014493
w,a,tt,0.04619565217391304
w,a,v,0.006340579710144928
w,a,n,0.10326086956521739
w,a,ss,0.016304347826086956
w,a,l,0.20199275362318841
w,a,d,0.12681159420289856
w,a,LL,0.02355072463768116
w,a,s,0.019927536231884056
w,a,i,0.012681159420289856
w,a,J,0.0036231884057971015
w,a,pp,0.0018115942028985507
w,a,b,0.0009057971014492754
w,a,ttS,0.0009057971014492754
w,a,ddZ,0.002717391304347826
w,a,dZ,0.002717391304347826
w,a,kk,0.002717391304347826
w,a,ll,0.004528985507246377
r,k,j,0.07874015748031496
r,k,O,0.02699662542182227
r,k,e,0.11136107986501688
r,k,w,0.03487064116985377
r,k,i,0.12598425196850394
r,k,o,0.24634420697412823
r,k,a,0.3059617547806524
r,k,E,0.006749156355455568
r,k,u,0.0359955005624297
r,k,s,0.007874015748031496
r,k,l,0.013498312710911136
r,k,oo,0.0011248593925759281
r,k,z,0.003374578177727784
r,k,r,0.0011248593925759281
k,j,a,0.5737514518002322
k,j,o,0.06620209059233449
k,j,O,0.0429732868757259
k,j,u,0.12195121951219512
k,j,E,0.08246225319396051
k,j,e,0.11265969802555169
E,r,t,0.10233086981239341
E,r,o,0.0824332006822058
E,r,b,0.028993746446844798
E,r,e,0.12336554860716316
E,r,j,0.03752131893121091
E,r,ee,0.0034110289937464467
E,r,i,0.19272313814667424
E,r,a,0.10972143263217737
E,r,ɡ,0.018760659465605456
E,r,dZ,0.0267197271176805
E,r,k,0.009664582148948267
E,r,n,0.06992609437180217
E,r,s,0.06594656054576464
E,r,l,0.006822057987492893
E,r,m,0.03297328027288232
E,r,v,0.026151222285389426
E,r,d,0.018192154633314382
E,r,u,0.0028425241614553724
E,r,O,0.0011370096645821489
E,r,tS,0.01023308698123934
E,r,z,0.0022740193291642978
E,r,f,0.005685048322910745
E,r,ts,0.01023308698123934
E,r,p,0.008527572484366117
E,r,tz,0.0028425241614553724
E,r,L,0.0005685048322910744
z,e,r,0.2903225806451613
z,e,n,0.3096774193548387
z,e,tt,0.07526881720430108
z,e,ss,0.03870967741935484
z,e,ll,0.021505376344086023
z,e,t,0.008602150537634409
z,e,a,0.012903225806451613
z,e,ddZ,0.008602150537634409
z,e,m,0.034408602150537634
z,e,j,0.008602150537634409
z,e,s,0.002150537634408602
z,e,k,0.034408602150537634
z,e,dZ,0.004301075268817204
z,e,ɡ,0.10967741935483871
z,e,JJ,0.002150537634408602
z,e,pp,0.0064516129032258064
z,e,nn,0.002150537634408602
z,e,v,0.002150537634408602
z,e,l,0.01935483870967742
z,e,tts,0.002150537634408602
z,e,kk,0.004301075268817204
z,e,o,0.002150537634408602
E,ss,i,0.2827868852459016
E,ss,o,0.27049180327868855
E,ss,a,0.1680327868852459
E,ss,j,0.012295081967213115
E,ss,e,0.2581967213114754
E,ss,w,0.00819672131147541
i,b,i,0.44146341463414634
i,b,E,0.030894308943089432
i,b,r,0.0991869918699187
i,b,j,0.01056910569105691
i,b,a,0.11788617886178862
i,b,o,0.032520325203252036
i,b,O,0.0040650406504065045
i,b,u,0.12113821138211382
i,b,e,0.12195121951219512
i,b,w,0.0016260162601626016
i,b,l,0.01707317073170732
i,b,s,0.0016260162601626016
ss,O,r,0.22580645161290322
ss,O,tS,0.0967741935483871
ss,O,l,0.3548387096774194
ss,O,tt,0.08064516129032258
ss,O,n,0.0967741935483871
ss,O,d,0.03225806451612903
ss,O,j,0.016129032258064516
ss,O,f,0.03225806451612903
ss,O,ttS,0.016129032258064516
ss,O,t,0.016129032258064516
ss,O,kk,0.016129032258064516
ss,O,a,0.016129032258064516
ss,o,r,0.2577903682719547
ss,o,l,0.21813031161473087
ss,o,n,0.1388101983002833
ss,o,a,0.0028328611898017
ss,o,b,0.0084985835694051
ss,o,tS,0.0906515580736544
ss,o,d,0.031161473087818695
ss,o,dZ,0.0028328611898017
ss,o,ddZ,0.0169971671388102
ss,o,m,0.053824362606232294
ss,o,mm,0.0113314447592068
ss,o,nn,0.0113314447592068
ss,o,p,0.019830028328611898
ss,o,tt,0.039660056657223795
ss,o,t,0.0084985835694051
ss,o,z,0.042492917847025496
ss,o,s,0.0169971671388102
ss,o,LL,0.0084985835694051
ss,o,ttS,0.0028328611898017
ss,o,JJ,0.0028328611898017
ss,o,k,0.0028328611898017
ss,o,v,0.0028328611898017
ss,o,f,0.0028328611898017
ss,o,i,0.0028328611898017
ss,o,j,0.0028328611898017
e,tt,a,0.30904625460499385
e,tt,e,0.19443307408923455
e,tt,j,0.020875972165370446
e,tt,O,0.009005321326238231
e,tt,u,0.016782644289807615
e,tt,i,0.2325010233319689
e,tt,o,0.16496111338518216
e,tt,w,0.015554645927138764
e,tt,E,0.02169463774048301
e,tt,r,0.014735980352026197
e,tt,ii,0.00040933278755628325
tt,j,a,0.5533980582524272
tt,j,E,0.3786407766990291
tt,j,O,0.038834951456310676
tt,j,o,0.02912621359223301
a,f,a,0.15415821501014199
a,f,O,0.04462474645030426
a,f,o,0.13995943204868155
a,f,ɡ,0.004056795131845842
a,f,r,0.07707910750507099
a,f,t,0.010141987829614604
a,f,i,0.45233265720081134
a,f,e,0.02434077079107505
a,f,j,0.034482758620689655
a,f,w,0.010141987829614604
a,f,E,0.008113590263691683
a,f,u,0.02434077079107505
a,f,n,0.002028397565922921
a,f,k,0.006085192697768763
a,f,l,0.008113590263691683
f,a,n,0.13356643356643358
f,a,l,0.0937062937062937
f,a,dZ,0.00909090909090909
f,a,s,0.021678321678321677
f,a,b,0.021678321678321677
f,a,ss,0.004195804195804196
f,a,tt,0.07622377622377623
f,a,S,0.04125874125874126
f,a,r,0.15524475524475526
f,a,t,0.08811188811188811
f,a,v,0.04825174825174825
f,a,tts,0.01818181818181818
f,a,w,0.012587412587412588
f,a,J,0.006293706293706294
f,a,bb,0.028671328671328673
f,a,tS,0.06013986013986014
f,a,ddZ,0.005594405594405594
f,a,JJ,0.002097902097902098
f,a,m,0.04055944055944056
f,a,nn,0.005594405594405594
f,a,ttS,0.032167832167832165
f,a,kk,0.0034965034965034965
f,a,k,0.012587412587412588
f,a,d,0.002097902097902098
f,a,e,0.002097902097902098
f,a,E,0.0013986013986013986
f,a,LL,0.0013986013986013986
f,a,ɡ,0.006293706293706294
f,a,i,0.0034965034965034965
f,a,j,0.002797202797202797
f,a,ll,0.033566433566433566
f,a,mm,0.0013986013986013986
f,a,ŋ,0.009790209790209791
f,a,o,0.0006993006993006993
f,a,rr,0.002797202797202797
f,a,z,0.01048951048951049
f,a,u,0.0006993006993006993
a,o,d,0.034482758620689655
a,o,b,0.017241379310344827
a,o,n,0.13793103448275862
a,o,l,0.39655172413793105
a,o,r,0.1724137931034483
a,o,s,0.034482758620689655
a,o,t,0.017241379310344827
a,o,i,0.10344827586206896
a,o,m,0.05172413793103448
a,o,tt,0.034482758620689655
o,d,o,0.12342857142857143
o,d,a,0.14514285714285713
o,d,e,0.18857142857142858
o,d,i,0.23657142857142857
o,d,O,0.04
o,d,E,0.05942857142857143
o,d,j,0.048
o,d,u,0.12457142857142857
o,d,r,0.03314285714285714
o,d,ɡ,0.001142857142857143
o,t,i,0.15470643056849953
o,t,r,0.06616961789375582
o,t,a,0.22180801491146318
o,t,e,0.2255358807082945
o,t,o,0.14818266542404473
o,t,O,0.03168685927306617
o,t,u,0.01863932898415657
o,t,E,0.13047530288909598
o,t,j,0.0027958993476234857
kk,i,t,0.09009009009009009
kk,i,n,0.6666666666666666
kk,i,a,0.05405405405405406
kk,i,m,0.036036036036036036
kk,i,r,0.05405405405405406
kk,i,S,0.009009009009009009
kk,i,s,0.02702702702702703
kk,i,v,0.009009009009009009
kk,i,o,0.009009009009009009
kk,i,tt,0.009009009009009009
kk,i,p,0.009009009009009009
kk,i,ss,0.009009009009009009
kk,i,z,0.009009009009009009
kk,i,ŋ,0.009009009009009009
ttS,i,d,0.27717391304347827
ttS,i,LL,0.03804347826086957
ttS,i,ŋ,0.016304347826086956
ttS,i,J,0.03260869565217391
ttS,i,n,0.24456521739130435
ttS,i,s,0.03804347826086957
ttS,i,k,0.125
ttS,i,tt,0.005434782608695652
ttS,i,dZ,0.005434782608695652
ttS,i,p,0.010869565217391304
ttS,i,t,0.15217391304347827
ttS,i,ll,0.010869565217391304
ttS,i,r,0.010869565217391304
ttS,i,o,0.005434782608695652
ttS,i,m,0.010869565217391304
ttS,i,v,0.005434782608695652
ttS,i,z,0.010869565217391304
i,ŋ,ɡ,0.29817444219066935
i,ŋ,k,0.7018255578093306
ŋ,ɡ,a,0.24081237911025144
ŋ,ɡ,o,0.27079303675048355
ŋ,ɡ,j,0.05319148936170213
ŋ,ɡ,O,0.01644100580270793
ŋ,ɡ,e,0.037717601547388784
ŋ,ɡ,l,0.02804642166344294
ŋ,ɡ,r,0.11895551257253385
ŋ,ɡ,w,0.1576402321083172
ŋ,ɡ,u,0.03288201160541586
ŋ,ɡ,i,0.035783365570599614
ŋ,ɡ,s,0.004835589941972921
ŋ,ɡ,E,0.0029013539651837525
i,J,dZ,0.4153400868306802
i,J,tS,0.5716353111432706
i,J,S,0.013024602026049204
J,dZ,e,0.4924812030075188
J,dZ,E,0.13659147869674185
J,dZ,i,0.11904761904761904
J,dZ,a,0.11654135338345864
J,dZ,o,0.042606516290726815
J,dZ,O,0.008771929824561403
J,dZ,u,0.08395989974937343
e,mm,o,0.6928571428571428
e,mm,i,0.15
e,mm,j,0.07142857142857142
e,mm,a,0.05714285714285714
e,mm,e,0.02142857142857143
e,mm,E,0.007142857142857143
ɡ,o,n,0.22972972972972974
ɡ,o,l,0.22882882882882882
ɡ,o,JJ,0.03423423423423423
ɡ,o,ɡ,0.0045045045045045045
ɡ,o,p,0.0036036036036036037
ɡ,o,r,0.11441441441441441
ɡ,o,s,0.021621621621621623
ɡ,o,a,0.0009009009009009009
ɡ,o,S,0.012612612612612612
ɡ,o,v,0.044144144144144144
ɡ,o,tts,0.02882882882882883
ɡ,o,m,0.06126126126126126
ɡ,o,d,0.03873873873873874
ɡ,o,J,0.0036036036036036037
ɡ,o,tt,0.014414414414414415
ɡ,o,t,0.010810810810810811
ɡ,o,LL,0.018018018018018018
ɡ,o,ttS,0.02252252252252252
ɡ,o,dZ,0.005405405405405406
ɡ,o,tS,0.007207207207207207
ɡ,o,i,0.011711711711711712
ɡ,o,z,0.018018018018018018
ɡ,o,b,0.008108108108108109
ɡ,o,bb,0.0036036036036036037
ɡ,o,ff,0.006306306306306306
ɡ,o,ll,0.002702702702702703
ɡ,o,mm,0.015315315315315315
ɡ,o,ŋ,0.0036036036036036037
ɡ,o,nn,0.00990990990990991
ɡ,o,rr,0.0036036036036036037
ɡ,o,ddz,0.0009009009009009009
ɡ,o,j,0.009009009009009009
ɡ,o,f,0.0009009009009009009
ɡ,o,e,0.0009009009009009009
n,s,i,0.25154894671623296
n,s,E,0.02292441140024783
n,s,e,0.24287484510532836
n,s,a,0.16852540272614622
n,s,u,0.10285006195786865
n,s,o,0.13630731102850063
n,s,O,0.01858736059479554
n,s,k,0.0055762081784386614
n,s,p,0.009913258983890954
n,s,t,0.03841387856257745
n,s,f,0.0024783147459727386
ttS,O,kk,0.08695652173913043
ttS,O,d,0.043478260869565216
ttS,O,f,0.08695652173913043
ttS,O,l,0.5652173913043478
ttS,O,tt,0.21739130434782608
O,kk,e,0.07407407407407407
O,kk,j,0.2222222222222222
O,kk,a,0.11728395061728394
O,kk,o,0.2716049382716049
O,kk,i,0.25308641975308643
O,kk,u,0.06172839506172839
ttS,o,tt,0.02097902097902098
ttS,o,l,0.5244755244755245
ttS,o,n,0.3146853146853147
ttS,o,z,0.0979020979020979
ttS,o,s,0.02097902097902098
ttS,o,b,0.006993006993006993
ttS,o,m,0.006993006993006993
ttS,o,J,0.006993006993006993
ttS,u,ff,0.5294117647058824
ttS,u,ɡ,0.11764705882352941
ttS,u,t,0.29411764705882354
ttS,u,ll,0.058823529411764705
u,ɡ,a,0.5228426395939086
u,ɡ,e,0.09137055837563451
u,ɡ,i,0.050761421319796954
u,ɡ,O,0.015228426395939087
u,ɡ,r,0.01015228426395939
u,ɡ,E,0.005076142131979695
u,ɡ,j,0.01015228426395939
u,ɡ,w,0.07614213197969544
u,ɡ,o,0.15228426395939088
u,ɡ,u,0.06598984771573604
kk,l,a,0.4444444444444444
kk,l,i,0.1111111111111111
kk,l,u,0.1111111111111111
kk,l,e,0.2962962962962963
kk,l,E,0.037037037037037035
kk,o,kk,0.009025270758122744
kk,o,l,0.15342960288808663
kk,o,d,0.018050541516245487
kk,o,LL,0.05956678700361011
kk,o,ll,0.007220216606498195
kk,o,m,0.20397111913357402
kk,o,J,0.016245487364620937
kk,o,n,0.2328519855595668
kk,o,pp,0.023465703971119134
kk,o,r,0.14620938628158844
kk,o,rr,0.05776173285198556
kk,o,S,0.0018050541516245488
kk,o,s,0.04512635379061372
kk,o,v,0.01263537906137184
kk,o,tts,0.0018050541516245488
kk,o,tS,0.0036101083032490976
kk,o,t,0.0018050541516245488
kk,o,tt,0.0018050541516245488
kk,o,z,0.0036101083032490976
kk,O,LL,0.2
kk,O,l,0.23157894736842105
kk,O,ll,0.021052631578947368
kk,O,m,0.042105263157894736
kk,O,pp,0.010526315789473684
kk,O,r,0.3473684210526316
kk,O,rr,0.010526315789473684
kk,O,s,0.031578947368421054
kk,O,p,0.021052631578947368
kk,O,tt,0.031578947368421054
kk,O,tts,0.021052631578947368
kk,O,n,0.010526315789473684
kk,O,ttS,0.021052631578947368
O,LL,i,0.15873015873015872
O,LL,e,0.4444444444444444
O,LL,o,0.2619047619047619
O,LL,a,0.1349206349206349
LL,E,n,0.4423076923076923
LL,E,r,0.4807692307692308
LL,E,l,0.057692307692307696
LL,E,i,0.019230769230769232
LL,e,r,0.5867346938775511
LL,e,ss,0.04081632653061224
LL,e,v,0.07653061224489796
LL,e,z,0.015306122448979591
LL,e,tt,0.11224489795918367
LL,e,t,0.0663265306122449
LL,e,s,0.015306122448979591
LL,e,l,0.030612244897959183
LL,e,mm,0.01020408163265306
LL,e,tts,0.01020408163265306
LL,e,n,0.00510204081632653
LL,e,ddZ,0.030612244897959183
l,ɡ,a,0.5411764705882353
l,ɡ,o,0.34705882352941175
l,ɡ,e,0.041176470588235294
l,ɡ,E,0.0058823529411764705
l,ɡ,O,0.023529411764705882
l,ɡ,r,0.03529411764705882
l,ɡ,u,0.0058823529411764705
O,ll,a,0.3541666666666667
O,ll,i,0.23958333333333334
O,ll,o,0.23958333333333334
O,ll,e,0.15625
O,ll,u,0.010416666666666666
o,ll,a,0.36177474402730375
o,ll,e,0.3515358361774744
o,ll,i,0.12457337883959044
o,ll,j,0.008532423208191127
o,ll,O,0.025597269624573378
o,ll,E,0.03754266211604096
o,ll,o,0.07167235494880546
o,ll,u,0.01877133105802048
ll,e,r,0.2115702479338843
ll,e,O,0.001652892561983471
ll,e,a,0.024793388429752067
ll,e,ɡ,0.11900826446280992
ll,e,ddZ,0.08099173553719008
