sentence_ids,tokens,lemma,PoS,depparse,head,constituency
13,",",",",PUNCT,punct,contadino,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,ma,ma,CCONJ,cc,contadino,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,contadino,contadino,ADJ,conj,era,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,",",",",PUNCT,punct,malizioso,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,e,e,CCONJ,cc,malizioso,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,perciò,perciò,ADV,advmod,malizioso,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,malizioso,malizioso,ADJ,conj,contadino,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,",",",",PUNCT,punct,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,subito,subito,ADV,advmod,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,aveva,avere,AUX,aux,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,pensato,pensare,VERB,root,ROOT,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,che,che,SCONJ,mark,saperne,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,i,il,DET,det,servi,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,servi,servo,NOUN,nsubj,saperne,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,dovessero,dovere,AUX,aux,saperne,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,saperne,sapere,VERB,ccomp,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,qualcosa,qualcosa,PRON,obj,saperne,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,",",",",PUNCT,punct,pensò,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,e,e,CCONJ,cc,pensò,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,pensò,pensare,VERB,conj,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,di,di,ADP,mark,far,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,far,fare,VERB,xcomp,pensò,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,li,li,PRON,obj,far,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,cascare,cascare,VERB,ccomp,far,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,in,in,ADP,case,inganno,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,un,uno,DET,det,inganno,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,inganno,inganno,NOUN,obl,cascare,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
13,.,.,PUNCT,punct,pensato,"(ROOT (cp (sn (sn (PROPN Gambara) (fp (PUNCT ,) (f2 (DET che) (f (sn (NOUN astrologo)) (ibar (ADV non) (AUX era)))) (PUNCT ,) (CCONJ ma) (sa (ADJ contadino)) (PUNCT ,))) (CCONJ e) (ADV perciò) (sa (ADJ malizioso))) (PUNCT ,) (savv (ADV subito)) (fc (f (ibar (AUX aveva) (VERB pensato)) (compt (fac (SCONJ che) (f (sn (DET i) (NOUN servi)) (ir_infl (AUX dovessero) (VERB saperne)) (compt (sq (PRON qualcosa))))))) (PUNCT ,) (CCONJ e) (f (ibar (VERB pensò)) (compt (sv2 (ADP di) (VERB far) (compt (PRON li) (sv2 (VERB cascare) (compin (sp (ADP in) (sn (DET un) (NOUN inganno)))))))))) (PUNCT .)))"
14,Un,uno,DET,det,giorno,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,giorno,giorno,NOUN,obl,nascose,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,",",",",PUNCT,punct,giorno,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,a,a,ADP,case,ora,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,l',il,DET,det,ora,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,ora,ora,NOUN,obl,nascose,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,in,in,ADP,case,cui,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,cui,cui,PRON,obl,portavano,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,gli,gli,PRON,iobj,portavano,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
14,portavano,portare,VERB,acl:relcl,ora,"(ROOT (cp (sn (DET Un) (NOUN giorno)) (fp (PUNCT ,) (sp (ADP a) (sn (DET l') (NOUN ora) (f2 (sp (ADP in) (sn (PRON cui))) (f (ibar (PRON gli) (VERB portavano)) (compt (sn (DET il) (NOUN pranzo))))))) (PUNCT ,)) (f (ibar (PRON si) (VERB nascose)) (compin (sp (ADP sotto) (sn (DET il) (NOUN letto))))) (PUNCT .)))"
