BEGIN;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD;Modo di articolazione;Luogo di articolazione;Sonorit�;Modo di articolazione;Luogo di articolazione;Sonorit�
3646056;-1;<p:>;;;;;;;;;;;;;;;;
3662902;137;g;;Gronf;g r o n f;;;;;;;;occlusiva;velare;sonora;occlusiva;velare;sonora
3664269;137;r;;Gronf;g r o n f;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3669032;137;o;;Gronf;g r o n f;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3672648;137;n;;Gronf;g r o n f;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
3676264;137;f;;Gronf;g r o n f;;;;;;;;fricativa;labiodentale;sorda;fricativa;labiodentale;sorda
3683894;-1;<p:>;;;;;;;;;;;;;;;;
3709472;138;p;;perché;p e r k e;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
3710795;138;e;;perché;p e r k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
3714940;138;r;;perché;p e r k e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3719041;138;k;;perché;p e r k e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
3720982;138;e;;perché;p e r k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
3726671;139;n;;non;n O n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
3730022;139;O;;non;n O n;;;;;;;;medio-bassa;posteriore;v;medio-bassa;posteriore;v
3732183;139;n;;non;n O n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
3735402;140;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
3738269;140;n;;andiamo;a n d j a m o;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
3744134;140;d;;andiamo;a n d j a m o;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
3744355;140;j;;andiamo;a n d j a m o;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
3748588;140;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
3751984;140;m;;andiamo;a n d j a m o;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
3756614;140;o;;andiamo;a n d j a m o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3761289;142;r;;rotolarci;r o t o l a r tS i;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3764905;142;o;;rotolarci;r o t o l a r tS i;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3769095;142;t;;rotolarci;r o t o l a r tS i;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
3770462;142;o;;rotolarci;r o t o l a r tS i;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3773858;142;l;;rotolarci;r o t o l a r tS i;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
3776107;142;a;;rotolarci;r o t o l a r tS i;;;;;;;;bassa;centrale;v;bassa;centrale;v
3780296;142;r;;rotolarci;r o t o l a r tS i;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3784971;142;tS;;rotolarci;r o t o l a r tS i;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
3790307;142;i;;rotolarci;r o t o l a r tS i;;;;;;;;alta;anteriore;v;alta;anteriore;v
3796128;143;n;;nel;n e l;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
3797980;143;e;;nel;n e l;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
3799877;143;l;;nel;n e l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
3804551;144;p;;prato;p r a t o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
3805389;144;r;;prato;p r a t o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3808961;144;a;;prato;p r a t o;;;;;;;;bassa;centrale;v;bassa;centrale;v
3818399;144;t;;prato;p r a t o;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
3819722;144;o;;prato;p r a t o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3824661;-1;<p:>;;;;;;;;;;;;;;;;
3855663;145;i;;Il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
3860294;145;l;;Il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
3863998;146;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
3865321;146;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
3872245;146;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
3874494;146;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3878242;146;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
3881109;146;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3882961;147;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
3886136;147;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
3890811;147;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
3898793;147;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
3905276;148;t;;tesse;t E ss e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
3906687;148;E;;tesse;t E ss e;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
3915198;148;ss;;tesse;t E ss e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
3926488;148;e;;tesse;t E ss e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
3939541;149;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
3951448;150;t;;tace;t a tS e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
3953036;150;a;;tace;t a tS e;;;;;;;;bassa;centrale;v;bassa;centrale;v
3960401;150;tS;;tace;t a tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
3967148;150;e;;tace;t a tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
3971029;-1;<p:>;;;;;;;;;;;;;;;;
4023596;151;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4027697;151;r;;Arriva;a rr i v a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
4034709;151;i;;Arriva;a rr i v a;;;;;;;;alta;anteriore;v;alta;anteriore;v
4038590;151;v;;Arriva;a rr i v a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
4040927;151;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4040883;152;i;;il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
4045910;152;l;;il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4052922;153;k;;cane;k a n e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
4055480;153;a;;cane;k a n e;;;;;;;;bassa;centrale;v;bassa;centrale;v
4062889;153;n;;cane;k a n e;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4068710;153;e;;cane;k a n e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4072150;-1;<p:>;;;;;;;;;;;;;;;;
4102447;154;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4105181;155;L;;gli;L i;;;;;;;;approssimante laterale;velare;sonora;approssimante laterale;velare;sonora
4110473;155;i;;gli;L i;;;;;;;;alta;anteriore;v;alta;anteriore;v
4114574;156;d;;dice;d i tS e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
4115500;156;i;;dice;d i tS e;;;;;;;;alta;anteriore;v;alta;anteriore;v
4121410;156;tS;;dice;d i tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4125952;156;e;;dice;d i tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4131376;-1;<p:>;;;;;;;;;;;;;;;;
4144077;157;b;;Bau;b a u;;;;;;;;occlusiva;bilabiale;sonora;occlusiva;bilabiale;sonora
4145135;157;a;;Bau;b a u;;;;;;;;bassa;centrale;v;bassa;centrale;v
4151662;157;u;;Bau;b a u;;;;;;;;alta;posteriore;v;alta;posteriore;v
4157439;-1;<p:>;;;;;;;;;;;;;;;;
4170096;158;b;;Bau;b a u;;;;;;;;occlusiva;bilabiale;sonora;occlusiva;bilabiale;sonora
4171199;158;a;;Bau;b a u;;;;;;;;bassa;centrale;v;bassa;centrale;v
4177461;158;u;;Bau;b a u;;;;;;;;alta;posteriore;v;alta;posteriore;v
4183326;-1;<p:>;;;;;;;;;;;;;;;;
4225883;159;v;;Vieni;v i E n i;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
4227955;159;i;;Vieni;v i E n i;;;;;;;;alta;anteriore;v;alta;anteriore;v
4230381;159;E;;Vieni;v i E n i;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4240259;159;n;;Vieni;v i E n i;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4243478;159;i;;Vieni;v i E n i;;;;;;;;alta;anteriore;v;alta;anteriore;v
4250005;-1;<p:>;;;;;;;;;;;;;;;;
4267204;160;k;;che;k e;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
4269542;160;e;;che;k e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4272320;161;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4274260;161;n;;andiamo;a n d j a m o;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4277921;161;d;;andiamo;a n d j a m o;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
4279244;161;j;;andiamo;a n d j a m o;;;;;;;;approssimante;palatale;sonora;approssimante;palatale;sonora
4281184;161;a;;andiamo;a n d j a m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4283257;161;m;;andiamo;a n d j a m o;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
4286079;161;O;;andiamo;a n d j a m o;;;;;;;;medio-bassa;posteriore;v;medio-bassa;posteriore;v
4288240;162;a;;a;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4292782;163;k;;caccia;k a ttS a;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
4294723;163;a;;caccia;k a ttS a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4300456;163;ttS;;caccia;k a ttS a;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4305792;163;a;;caccia;k a ttS a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4309893;164;d;;del;d e l;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
4310951;164;e;;del;d e l;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4312583;164;l;;del;d e l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4319154;165;g;;gatto;g a tt o;;;;;;;;occlusiva;velare;sonora;occlusiva;velare;sonora
4320962;165;a;;gatto;g a tt o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4336618;165;tt;;gatto;g a tt o;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4338117;165;o;;gatto;g a tt o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4342924;-1;<p:>;;;;;;;;;;;;;;;;
4374279;166;i;;Il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
4377234;166;l;;Il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4383628;167;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
4384995;167;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
4392272;167;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
4395182;167;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4397652;167;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4402724;167;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4404488;168;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
4407222;168;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4412690;168;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
4424774;169;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4427067;-1;<p:>;;;;;;;;;;;;;;;;
4443825;169;t;;tesse;t E ss e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4443913;169;E;;tesse;t E ss e;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4444971;169;ss;;tesse;t E ss e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
4452468;169;e;;tesse;t E ss e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4465478;170;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4475841;171;t;;tace;t a tS e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4477076;171;a;;tace;t a tS e;;;;;;;;bassa;centrale;v;bassa;centrale;v
4486425;171;tS;;tace;t a tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4492202;171;e;;tace;t a tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4496789;-1;<p:>;;;;;;;;;;;;;;;;
4549709;172;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4552884;172;r;;Arriva;a rr i v a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
4558132;172;i;;Arriva;a rr i v a;;;;;;;;alta;anteriore;v;alta;anteriore;v
4562586;172;v;;Arriva;a rr i v a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
4564174;172;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4568275;173;i;;il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
4572332;173;l;;il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4574934;174;g;;gatto;g a tt o;;;;;;;;occlusiva;velare;sonora;occlusiva;velare;sonora
4575948;174;a;;gatto;g a tt o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4594426;174;tt;;gatto;g a tt o;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4595793;174;o;;gatto;g a tt o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4601570;-1;<p:>;;;;;;;;;;;;;;;;
4609112;175;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4612199;176;L;;gli;L i;;;;;;;;approssimante laterale;velare;sonora;approssimante laterale;velare;sonora
4619210;176;i;;gli;L i;;;;;;;;alta;anteriore;v;alta;anteriore;v
4623753;177;d;;dice;d i tS e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
4624370;177;i;;dice;d i tS e;;;;;;;;alta;anteriore;v;alta;anteriore;v
4630985;177;tS;;dice;d i tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4635748;177;e;;dice;d i tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4643024;-1;<p:>;;;;;;;;;;;;;;;;
4659121;178;m;;Mao;m a o ;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
4664325;178;a;;Mao;m a o ;;;;;;;;bassa;centrale;v;bassa;centrale;v
4677026;178;o;;Mao;m a o ;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4686992;-1;<p:>;;;;;;;;;;;;;;;;
4697091;179;m;;Mao;m a o ;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
4701898;179;a;;Mao;m a o ;;;;;;;;bassa;centrale;v;bassa;centrale;v
4713673;179;o;;Mao;m a o ;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4724124;-1;<p:>;;;;;;;;;;;;;;;;
4744587;180;s;;Se;s e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
4748600;180;e;;Se;s e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4750981;181;a;;andassimo;a n d a ss i m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4752613;181;n;;andassimo;a n d a ss i m o;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4756891;181;d;;andassimo;a n d a ss i m o;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
4758037;181;a;;andassimo;a n d a ss i m o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4761830;181;ss;;andassimo;a n d a ss i m o;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
4768533;181;i;;andassimo;a n d a ss i m o;;;;;;;;alta;anteriore;v;alta;anteriore;v
4770209;181;m;;andassimo;a n d a ss i m o;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
4773560;181;o;;andassimo;a n d a ss i m o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4776162;182;a;;a;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
4777926;183;f;;farci;f a r tS i;;;;;;;;fricativa;labiodentale;sorda;fricativa;labiodentale;sorda
4782821;183;a;;farci;f a r tS i;;;;;;;;bassa;centrale;v;bassa;centrale;v
4785820;183;r;;farci;f a r tS i;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
4788907;183;tS;;farci;f a r tS i;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4793361;183;i;;farci;f a r tS i;;;;;;;;alta;anteriore;v;alta;anteriore;v
4794243;184;u;;un;u n;;;;;;;;alta;posteriore;v;alta;posteriore;v
4796889;184;n;;un;u n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4802755;185;p;;pisolino;p i z o l i n o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
4803504;185;i;;pisolino;p i z o l i n o;;;;;;;;alta;anteriore;v;alta;anteriore;v
4807385;185;z;;pisolino;p i z o l i n o;;;;;;;;fricativa;alveolare;sonora;fricativa;alveolare;sonora
4810560;185;o;;pisolino;p i z o l i n o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4812236;185;l;;pisolino;p i z o l i n o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4816382;185;i;;pisolino;p i z o l i n o;;;;;;;;alta;anteriore;v;alta;anteriore;v
4823305;185;n;;pisolino;p i z o l i n o;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
4827583;185;o;;pisolino;p i z o l i n o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4831508;-1;<p:>;;;;;;;;;;;;;;;;
4865156;186;i;;Il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
4868640;186;l;;Il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4875564;187;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
4876975;187;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
4884428;187;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
4887338;187;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4890778;187;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
4892983;187;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4895321;188;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
4899907;188;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
4905860;188;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
4912916;188;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
4920017;189;t;;tesse;t E ss e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4921560;189;E;;tesse;t E ss e;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4928440;189;ss;;tesse;t E ss e;;;;;;;;fricativa;alveolare;sorda;fricativa;alveolare;sorda
4937348;189;e;;tesse;t E ss e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4940744;190;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
4949608;191;t;;tace;t a tS e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
4950710;191;a;;tace;t a tS e;;;;;;;;bassa;centrale;v;bassa;centrale;v
4959662;191;tS;;tace;t a tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
4965660;191;e;;tace;t a tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
4969629;-1;<p:>;;;;;;;;;;;;;;;;
5016772;192;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5020124;192;r;;Arriva;a rr i v a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5024004;192;i;;Arriva;a rr i v a;;;;;;;;alta;anteriore;v;alta;anteriore;v
5025901;192;v;;Arriva;a rr i v a;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
5031369;192;a;;Arriva;a rr i v a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5035426;193;l;;l’;l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5038425;194;a;;anatra;a n a t r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5044952;194;n;;anatra;a n a t r a;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5049185;194;a;;anatra;a n a t r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5056109;194;t;;anatra;a n a t r a;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
5057035;194;r;;anatra;a n a t r a;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5059152;194;a;;anatra;a n a t r a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5061842;-1;<p:>;;;;;;;;;;;;;;;;
5075513;195;E;;e;E;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5078732;196;L;;gli;L i;;;;;;;;approssimante laterale;velare;sonora;approssimante laterale;velare;sonora
5083054;196;i;;gli;L i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5087817;197;d;;dice;d i tS e;;;;;;;;occlusiva;alveolare;sonora;occlusiva;alveolare;sonora
5088920;197;i;;dice;d i tS e;;;;;;;;alta;anteriore;v;alta;anteriore;v
5092933;197;tS;;dice;d i tS e;;;;;;;;affricata;postalveolare;sorda;affricata;postalveolare;sorda
5099415;197;e;;dice;d i tS e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5104355;-1;<p:>;;;;;;;;;;;;;;;;
5113880;198;k;;Qua;k w a;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5114806;198;w;;Qua;k w a;;;;;;;;approssimante;labio-velare;sonora;approssimante;labio-velare;sonora
5116482;198;a;;Qua;k w a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5131608;199;k;;Qua;k w a;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5132755;199;w;;Qua;k w a;;;;;;;;approssimante;labio-velare;sonora;approssimante;labio-velare;sonora
5134475;199;a;;Qua;k w a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5138664;-1;<p:>;;;;;;;;;;;;;;;;
5176987;200;v;;Vieni;v i E n i;;;;;;;;fricativa;labiodentale;sonora;fricativa;labiodentale;sonora
5178619;200;i;;Vieni;v i E n i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5180824;200;E;;Vieni;v i E n i;;;;;;;;medio-bassa;anteriore;v;medio-bassa;anteriore;v
5184793;200;n;;Vieni;v i E n i;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5186733;200;i;;Vieni;v i E n i;;;;;;;;alta;anteriore;v;alta;anteriore;v
5193525;201;k;;con;k o n;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5194274;201;O;;con;k o n;;;;;;;;medio-bassa;posteriore;v;medio-bassa;posteriore;v
5196479;201;n;;con;k o n;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5198993;202;m;;me;m e;;;;;;;;nasale;bilabiale;sonora;nasale;bilabiale;sonora
5202345;202;e;;me;m e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5204770;203;a;;a;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
5207901;204;n;;nuotare;n w o t a r e;;;;;;;;nasale;alveolare;sonora;nasale;alveolare;sonora
5209974;204;w;;nuotare;n w o t a r e;;;;;;;;approssimante;labio-velare;sonora;approssimante;labio-velare;sonora
5212929;204;o;;nuotare;n w o t a r e;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5219103;204;t;;nuotare;n w o t a r e;;;;;;;;occlusiva;alveolare;sorda;occlusiva;alveolare;sorda
5220073;204;a;;nuotare;n w o t a r e;;;;;;;;bassa;centrale;v;bassa;centrale;v
5227879;204;r;;nuotare;n w o t a r e;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5232906;204;e;;nuotare;n w o t a r e;;;;;;;;medio-alta;anteriore;v;medio-alta;anteriore;v
5236566;-1;<p:>;;;;;;;;;;;;;;;;
5266025;205;i;;Il;i l;;;;;;;;alta;anteriore;v;alta;anteriore;v
5269685;205;l;;Il;i l;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5277756;206;p;;piccolo;p i kk o l o;;;;;;;;occlusiva;bilabiale;sorda;occlusiva;bilabiale;sorda
5279299;206;i;;piccolo;p i kk o l o;;;;;;;;alta;anteriore;v;alta;anteriore;v
5290060;206;kk;;piccolo;p i kk o l o;;;;;;;;occlusiva;velare;sorda;occlusiva;velare;sorda
5293499;206;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5297424;206;l;;piccolo;p i kk o l o;;;;;;;;laterale;alveolare;sonora;laterale;alveolare;sonora
5299497;206;o;;piccolo;p i kk o l o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5300820;207;r;;ragno;r a JJ o;;;;;;;;vibrante;alveolare;sonora;vibrante;alveolare;sonora
5306509;207;a;;ragno;r a JJ o;;;;;;;;bassa;centrale;v;bassa;centrale;v
5313256;207;JJ;;ragno;r a JJ o;;;;;;;;nasale;palatale;sonora;nasale;palatale;sonora
5322958;207;o;;ragno;r a JJ o;;;;;;;;medio-alta;posteriore;v;medio-alta;posteriore;v
5325781;-1;<p:>;;;;;;;;;;;;;;;;
5338526;208;a;;ha;a;;;;;;;;bassa;centrale;v;bassa;centrale;v
